Country_Name,Life_Expectancy_1995
Aruba,73.56360976
Afghanistan,53.13939024
Angola,42.05146341
Albania,72.23602439
Andorra,
Arab World,66.15704897
United Arab Emirates,73.11507317
Argentina,72.66512195
Armenia,68.76356098
American Samoa,
Antigua and Barbuda,72.31768293
Australia,77.82926829
Austria,76.66829268
Azerbaijan,64.57582927
Burundi,48.80078049
Belgium,76.84073171
Benin,54.81595122
Burkina Faso,49.33836585
Bangladesh,61.88739024
Bulgaria,71.05341463
Bahrain,73.55507317
"Bahamas, The",71.26256098
Bosnia and Herzegovina,71.56609756
Belarus,68.46097561
Belize,69.58878049
Bermuda,
Bolivia,57.86329268
Brazil,67.60319512
Barbados,72.28439024
Brunei Darussalam,74.22295122
Bhutan,56.39973171
Botswana,56.23612195
Central African Republic,46.8462439
Canada,77.97756098
Central Europe and the Baltics,71.02589323
Switzerland,78.41707317
Channel Islands,76.43685366
Chile,74.83039024
China,69.92641463
Cote d'Ivoire,49.56065854
Cameroon,53.21860976
"Congo, Dem. Rep.",49.06592683
"Congo, Rep.",52.18885366
Colombia,69.42692683
Comoros,58.69717073
Cabo Verde,67.67865854
Costa Rica,76.55860976
Caribbean small states,69.80842816
Cuba,75.409
Curacao,
Cayman Islands,
Cyprus,77.27465854
Czech Republic,73.07487805
Germany,76.42195122
Djibouti,57.05341463
Dominica,
Denmark,75.21268293
Dominican Republic,69.7205122
Algeria,68.12107317
East Asia & Pacific (excluding high income),68.83075671
Early-demographic dividend,62.70105265
East Asia & Pacific,69.84062099
Europe & Central Asia (excluding high income),66.28051259
Europe & Central Asia,71.75072621
Ecuador,71.22682927
"Egypt, Arab Rep.",66.76068293
Euro area,76.95505698
Eritrea,52.40460976
Spain,77.98073171
Estonia,67.54390244
Ethiopia,49.3055122
European Union,75.81492084
Fragile and conflict affected situations,55.88810078
Finland,76.4095122
Fiji,66.63890244
France,77.75121951
Faroe Islands,77.36585366
"Micronesia, Fed. Sts.",66.7597561
Gabon,60.82914634
United Kingdom,76.83658537
Georgia,70.23273171
Ghana,57.50270732
Gibraltar,
Guinea,51.69968293
"Gambia, The",53.49080488
Guinea-Bissau,50.56785366
Equatorial Guinea,50.35487805
Greece,77.58536585
Grenada,69.3175122
Greenland,65.64414634
Guatemala,64.96297561
Guam,73.38131707
Guyana,64.22565854
High income,76.26700341
"Hong Kong SAR, China",78.68292683
Honduras,68.85839024
Heavily indebted poor countries (HIPC),50.47331639
Croatia,72.08439024
Haiti,56.27565854
Hungary,69.79170732
IBRD only,66.43302384
IDA & IBRD total,64.1111681
IDA total,56.16368238
IDA blend,59.01645959
Indonesia,65.00187805
IDA only,54.48838487
Isle of Man,
India,60.44436585
Not classified,
Ireland,75.57134146
"Iran, Islamic Rep.",68.30592683
Iraq,68.49695122
Iceland,77.98439024
Israel,77.45121951
Italy,78.17073171
Jamaica,71.94239024
Jordan,70.92573171
Japan,79.53634146
Kazakhstan,64.9195122
Kenya,54.45773171
Kyrgyz Republic,65.7902439
Cambodia,55.12165854
Kiribati,62.50565854
St. Kitts and Nevis,
"Korea, Rep.",73.39439024
Kuwait,72.88809756
Latin America & Caribbean (excluding high income),69.4110758
Lao PDR,56.11729268
Lebanon,72.06819512
Liberia,50.16282927
Libya,69.95090244
St. Lucia,71.18095122
Latin America & Caribbean,69.63547812
Least developed countries: UN classification,53.34800389
Low income,50.47578373
Liechtenstein,77.3902439
Sri Lanka,69.41860976
Lower middle income,61.25295555
Low & middle income,64.03702161
Lesotho,56.83787805
Late-demographic dividend,69.38079783
Lithuania,69.00634146
Luxembourg,76.51219512
Latvia,66.39121951
"Macao SAR, China",76.50207317
St. Martin (French part),75.97073171
Morocco,66.82068293
Monaco,
Moldova,66.72782927
Madagascar,54.61404878
Maldives,65.5604878
Middle East & North Africa,68.17002218
Mexico,72.73978049
Marshall Islands,
Middle income,65.20794182
"Macedonia, FYR",72.06680488
Mali,47.65497561
Malta,77.14146341
Myanmar,60.41143902
Middle East & North Africa (excluding high income),67.61497716
Montenegro,74.02221951
Mongolia,61.21058537
Northern Mariana Islands,
Mozambique,45.8987561
Mauritania,59.3794878
Mauritius,70.32585366
Malawi,43.47870732
Malaysia,71.86312195
North America,75.85584528
Namibia,60.09497561
New Caledonia,72.0097561
Niger,47.129
Nigeria,46.11407317
Nicaragua,67.3427561
Netherlands,77.40463415
Norway,77.73658537
Nepal,58.46441463
Nauru,
New Zealand,76.73414634
OECD members,75.67984137
Oman,69.98853659
Other small states,61.86341128
Pakistan,61.48529268
Panama,74.1215122
Peru,68.01543902
Philippines,66.07056098
Palau,71.84463415
Papua New Guinea,57.35195122
Poland,71.89268293
Pre-demographic dividend,49.72871607
Puerto Rico,74.12507317
"Korea, Dem. PeopleÅEs Rep.",66.11729268
Portugal,75.31219512
Paraguay,68.91521951
West Bank and Gaza,69.61531707
Pacific island small states,65.26822194
Post-demographic dividend,76.0775595
French Polynesia,70.54421951
Qatar,75.86990244
Romania,69.45609756
Russian Federation,64.69073171
Rwanda,31.6345122
South Asia,60.67876224
Saudi Arabia,71.10929268
Sudan,56.53307317
Senegal,57.37960976
Singapore,76.29512195
Solomon Islands,59.69595122
Sierra Leone,35.72478049
El Salvador,67.20519512
San Marino,
Somalia,47.16182927
Serbia,
Sub-Saharan Africa (excluding high income),49.96302968
South Sudan,46.8455122
Sub-Saharan Africa,49.96302968
Small states,63.88718249
Sao Tome and Principe,62.57026829
Suriname,67.80573171
Slovak Republic,72.25365854
Slovenia,73.95853659
Sweden,78.7404878
Swaziland,56.39080488
Sint Maarten (Dutch part),
Seychelles,
Syrian Arab Republic,71.48143902
Turks and Caicos Islands,
Chad,47.40492683
East Asia & Pacific (IDA & IBRD countries),68.8656274
Europe & Central Asia (IDA & IBRD countries),66.85114421
Togo,54.72487805
Thailand,70.20060976
Tajikistan,62.3874878
Turkmenistan,63.0302439
Latin America & the Caribbean (IDA & IBRD countries),69.46148534
Timor-Leste,53.68831707
Middle East & North Africa (IDA & IBRD countries),67.59522719
Tonga,70.11926829
South Asia (IDA & IBRD),60.67876224
Sub-Saharan Africa (IDA & IBRD countries),49.96302968
Trinidad and Tobago,68.3837561
Tunisia,71.57534146
Turkey,66.98192683
Tuvalu,
Tanzania,48.6915122
Uganda,43.78331707
Ukraine,67.13707317
Upper middle income,69.03728437
Uruguay,73.53843902
United States,75.62195122
Uzbekistan,66.31682927
St. Vincent and the Grenadines,70.5775122
"Venezuela, RB",70.92692683
British Virgin Islands,
Virgin Islands (U.S.),76.26290244
Vietnam,71.85221951
Vanuatu,65.45934146
World,66.26852366
Samoa,67.51502439
Kosovo,68.55121951
"Yemen, Rep.",59.23641463
South Africa,61.37002439
Zambia,42.03829268
Zimbabwe,50.239
