Country_Name,Life_Expectancy_2000
Aruba,73.72060976
Afghanistan,55.12587805
Angola,45.20478049
Albania,74.27153659
Andorra,
Arab World,67.67659694
United Arab Emirates,74.45153659
Argentina,73.75580488
Armenia,71.27658537
American Samoa,
Antigua and Barbuda,73.39729268
Australia,79.23414634
Austria,78.12682927
Azerbaijan,66.7582439
Burundi,51.4854878
Belgium,77.72195122
Benin,55.1882439
Burkina Faso,50.34592683
Bangladesh,65.34797561
Bulgaria,71.66341463
Bahrain,74.5994878
"Bahamas, The",72.25429268
Bosnia and Herzegovina,74.26073171
Belarus,68.91219512
Belize,68.41887805
Bermuda,77.88536585
Bolivia,60.69004878
Brazil,70.04197561
Barbados,73.2195122
Brunei Darussalam,75.28880488
Bhutan,60.65039024
Botswana,48.69363415
Central African Republic,44.59729268
Canada,79.23658537
Central Europe and the Baltics,72.71969035
Switzerland,79.6804878
Channel Islands,77.5145122
Chile,76.82082927
China,71.73046341
Cote d'Ivoire,46.69939024
Cameroon,51.93587805
"Congo, Dem. Rep.",50.00287805
"Congo, Rep.",50.58987805
Colombia,70.98870732
Comoros,59.43890244
Cabo Verde,69.72439024
Costa Rica,77.42268293
Caribbean small states,70.19416219
Cuba,76.64480488
Curacao,
Cayman Islands,
Cyprus,77.97168293
Czech Republic,74.96829268
Germany,77.92682927
Djibouti,57.01034146
Dominica,
Denmark,76.59268293
Dominican Republic,70.63373171
Algeria,70.18390244
East Asia & Pacific (excluding high income),70.38437308
Early-demographic dividend,64.44316072
East Asia & Pacific,71.39122554
Europe & Central Asia (excluding high income),67.6203118
Europe & Central Asia,73.05122016
Ecuador,72.94417073
"Egypt, Arab Rep.",68.5907561
Euro area,78.2747802
Eritrea,56.02502439
Spain,78.96585366
Estonia,70.41707317
Ethiopia,51.93034146
European Union,77.15861119
Fragile and conflict affected situations,56.72216964
Finland,77.46585366
Fiji,67.60585366
France,79.05609756
Faroe Islands,78.43658537
"Micronesia, Fed. Sts.",67.2752439
Gabon,59.3394878
United Kingdom,77.74146341
Georgia,71.61582927
Ghana,56.98709756
Gibraltar,
Guinea,51.24290244
"Gambia, The",55.57607317
Guinea-Bissau,51.44543902
Equatorial Guinea,52.10863415
Greece,77.88780488
Grenada,70.25160976
Greenland,66.96341463
Guatemala,67.74270732
Guam,75.09802439
Guyana,64.97314634
High income,77.59574341
"Hong Kong SAR, China",80.87804878
Honduras,70.49419512
Heavily indebted poor countries (HIPC),52.08254071
Croatia,72.80780488
Haiti,57.67604878
Hungary,71.24634146
IBRD only,68.06547632
IDA & IBRD total,65.565401
IDA total,57.43089768
IDA blend,59.52019563
Indonesia,66.24687805
IDA only,56.22905851
Isle of Man,
India,62.63063415
Not classified,
Ireland,76.53658537
"Iran, Islamic Rep.",70.13719512
Iraq,69.17880488
Iceland,79.65365854
Israel,78.95365854
Italy,79.77804878
Jamaica,72.31317073
Jordan,71.7797561
Japan,81.07609756
Kazakhstan,65.51707317
Kenya,50.78517073
Kyrgyz Republic,68.55853659
Cambodia,58.35087805
Kiribati,63.95068293
St. Kitts and Nevis,
"Korea, Rep.",75.83536585
Kuwait,73.3137561
Latin America & Caribbean (excluding high income),71.28980486
Lao PDR,58.8792439
Lebanon,74.43170732
Liberia,52.40912195
Libya,70.57253659
St. Lucia,71.42304878
Latin America & Caribbean,71.50725061
Least developed countries: UN classification,55.59397995
Low income,52.1072704
Liechtenstein,76.82682927
Sri Lanka,71.10639024
Lower middle income,62.82937488
Low & middle income,65.48098085
Lesotho,47.18297561
Late-demographic dividend,71.06555302
Lithuania,72.0195122
Luxembourg,77.87317073
Latvia,70.31463415
"Macao SAR, China",77.62282927
St. Martin (French part),76.97073171
Morocco,68.49760976
Monaco,
Moldova,66.89002439
Madagascar,58.47280488
Maldives,70.05970732
Middle East & North Africa,69.76623607
Mexico,74.29973171
Marshall Islands,65.23902439
Middle income,66.70793769
"Macedonia, FYR",73.24219512
Mali,48.89643902
Malta,78.2
Myanmar,62.078
Middle East & North Africa (excluding high income),69.21277401
Montenegro,73.18204878
Mongolia,62.91387805
Northern Mariana Islands,
Mozambique,48.68660976
Mauritania,60.01739024
Mauritius,71.66341463
Malawi,44.07992683
Malaysia,72.86778049
North America,76.89243196
Namibia,55.12070732
New Caledonia,75.16341463
Niger,50.69795122
Nigeria,46.624
Nicaragua,69.65807317
Netherlands,77.98780488
Norway,78.63414634
Nepal,62.32663415
Nauru,
New Zealand,78.63658537
OECD members,77.0698508
Oman,72.35658537
Other small states,60.4608195
Pakistan,62.77317073
Panama,75.10197561
Peru,70.50743902
Philippines,66.68212195
Palau,70.49365854
Papua New Guinea,58.79929268
Poland,73.74878049
Pre-demographic dividend,50.61711358
Puerto Rico,76.68926829
"Korea, Dem. PeopleÅEs Rep.",64.98256098
Portugal,76.31463415
Paraguay,70.07468293
West Bank and Gaza,70.75890244
Pacific island small states,66.70544978
Post-demographic dividend,77.36088973
French Polynesia,72.45
Qatar,76.4955122
Romania,71.16341463
Russian Federation,65.48365854
Rwanda,48.19236585
